,Year,Manufacturer,Model,CO2 (p/mile),Miles per gallon (mpg),ef_x_comb,comb_x_year,Fuel,score_ghg,ef_x_comb_city,youSaveSpend,Alternative Fuel,createdOn,modifiedOn
28936,2021,Nissan,Altima SR,290.0,31.0,7.0,1700.0,Regular Gasoline,7.0,35.0,1000.0,No,26-10-2020,26-04-2021
28937,2021,Nissan,Altima AWD,295.0,30.0,6.0,1750.0,Regular Gasoline,6.0,34.4,750.0,No,26-10-2020,26-04-2021
28938,2021,Nissan,Altima SR/Platinum,311.0,29.0,6.0,1850.0,Regular Gasoline,6.0,32.8988,250.0,No,26-10-2020,26-04-2021
28939,2021,Dodge,Charger,466.0,19.0,3.0,3200.0,Midgrade Gasoline,3.0,19.8,-6500.0,No,26-10-2020,12-07-2021
28940,2021,Jeep,Renegade 4WD,307.0,26.0,5.0,2050.0,Regular Gasoline,5.0,29.9,-750.0,No,26-10-2020,26-04-2021
28942,2021,Tesla,Model 3 Performance AWD,0.0,113.0,10.0,650.0,Electricity,10.0,157.3,6250.0,No,26-10-2020,12-07-2021
28943,2021,Tesla,Model X Performance (20in Wheels),0.0,97.0,10.0,750.0,Electricity,10.0,133.8,5750.0,No,26-10-2020,26-04-2021
28944,2020,Lamborghini,Aventador Sian Roadster,861.0,10.0,1.0,6550.0,Premium Gasoline,1.0,10.0492,-23250.0,No,26-10-2020,26-10-2020
28945,2021,Ram,1500 TRX 4WD,748.0,12.0,1.0,5450.0,Premium Gasoline,1.0,12.7,-17750.0,No,02-11-2020,02-09-2021
28946,2021,Hyundai,Santa Fe FWD,365.0,25.0,5.0,2100.0,Regular Gasoline,5.0,28.5,-1000.0,No,02-11-2020,26-04-2021
28947,2021,Hyundai,Santa Fe AWD,375.0,24.0,5.0,2200.0,Regular Gasoline,5.0,27.3,-1500.0,No,02-11-2020,26-04-2021
28948,2021,Chevrolet,Corvette,467.0,19.0,3.0,3450.0,Premium Gasoline,3.0,18.0,-7750.0,No,10-11-2020,26-07-2021
28949,2021,Lotus,Evora GT,438.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.7107,-6750.0,No,10-11-2020,10-11-2020
28950,2021,Porsche,911 Turbo S,517.0,17.0,3.0,3850.0,Premium Gasoline,3.0,19.0,-9750.0,No,10-11-2020,02-09-2021
28951,2021,Porsche,911 Turbo S Cabriolet,529.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.2,-9750.0,No,10-11-2020,02-09-2021
28952,2021,Nissan,Versa,254.0,35.0,7.0,1500.0,Regular Gasoline,7.0,42.242,2000.0,No,10-11-2020,26-04-2021
28953,2021,Dodge,Challenger,496.0,18.0,3.0,3650.0,Premium Gasoline,3.0,18.1339,-8750.0,No,10-11-2020,12-07-2021
28954,2021,Dodge,Challenger Widebody,496.0,18.0,3.0,3650.0,Premium Gasoline,3.0,18.1339,-8750.0,No,10-11-2020,12-07-2021
28955,2021,Chrysler,300,389.0,23.0,5.0,2300.0,Regular Gasoline,5.0,23.9,-2000.0,No,10-11-2020,26-04-2021
28956,2021,Chrysler,300 AWD,415.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.0,-3250.0,No,10-11-2020,26-04-2021
28957,2021,Dodge,Charger AWD,415.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.0,-3250.0,No,10-11-2020,12-07-2021
28958,2021,Dodge,Charger SRT Widebody,592.0,15.0,2.0,4350.0,Premium Gasoline,2.0,15.1,-12250.0,No,10-11-2020,12-07-2021
28959,2021,Dodge,Charger Widebody,496.0,18.0,3.0,3650.0,Premium Gasoline,3.0,18.1339,-8750.0,No,10-11-2020,12-07-2021
28960,2021,Hyundai,Sonata,335.0,27.0,6.0,1950.0,Regular Gasoline,6.0,28.9354,-250.0,No,10-11-2020,26-04-2021
28961,2021,Ford,F150 Pickup 2WD FFV,424.0,21.0,4.0,2550.0,Regular Gasoline,4.0,24.7978,-3250.0,E85,10-11-2020,26-04-2021
28962,2021,Ram,1500 Classic 4WD,474.0,19.0,3.0,2800.0,Regular Gasoline,3.0,20.14,-4500.0,No,10-11-2020,02-09-2021
28964,2021,Ford,Explorer HEV RWD,324.0,27.0,6.0,1950.0,Regular Gasoline,6.0,34.6,-250.0,No,10-11-2020,12-01-2022
28965,2021,Bugatti,Chiron,840.0,11.0,1.0,5950.0,Premium Gasoline,1.0,10.4,-20250.0,No,11-11-2020,26-07-2021
28967,2021,Porsche,911 Carrera,443.0,20.0,4.0,3250.0,Premium Gasoline,4.0,23.9,-6750.0,No,18-11-2020,02-09-2021
28968,2021,Porsche,911 Carrera S Cabriolet,443.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.7,-6750.0,No,18-11-2020,02-09-2021
28969,2021,Tesla,Model S Performance (19in Wheels),0.0,110.0,10.0,650.0,Electricity,10.0,153.4,6250.0,No,18-11-2020,10-12-2021
28970,2021,Tesla,Model S Performance (21in Wheels),0.0,96.0,10.0,750.0,Electricity,10.0,132.6,5750.0,No,18-11-2020,10-12-2021
28971,2021,Mercedes-Benz,AMG GT Coupe,527.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.6,-9750.0,No,24-11-2020,02-09-2021
28972,2021,Mercedes-Benz,AMG GT C Roadster,531.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.4,-9750.0,No,24-11-2020,02-09-2021
28973,2021,Mercedes-Benz,AMG GT 63 S 4matic Plus,502.0,18.0,3.0,3650.0,Premium Gasoline,3.0,19.3,-8750.0,No,24-11-2020,02-09-2021
28974,2021,Nissan,Maxima,370.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.3185,-4000.0,No,24-11-2020,26-04-2021
28976,2021,Mercedes-Benz,AMG GLE63 S 4matic Plus Coupe,534.0,17.0,3.0,3850.0,Premium Gasoline,3.0,18.7,-9750.0,No,24-11-2020,02-09-2021
28977,2021,Mercedes-Benz,GLS580 4matic,491.0,18.0,3.0,3650.0,Premium Gasoline,3.0,20.1,-8750.0,No,24-11-2020,02-09-2021
28978,2021,BMW,M3,472.0,19.0,3.0,3450.0,Premium Gasoline,3.0,19.8955,-7750.0,No,02-12-2020,24-08-2021
28979,2021,Mitsubishi,Mirage G4,252.0,35.0,7.0,1500.0,Regular Gasoline,7.0,44.4601,2000.0,No,02-12-2020,02-09-2021
28980,2021,Mazda,CX-30 4WD,353.0,25.0,5.0,2100.0,Regular Gasoline,5.0,28.5,-1000.0,No,02-12-2020,11-06-2021
28981,2021,Porsche,718 Boxster GTS,418.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.1,-6000.0,No,11-12-2020,02-09-2021
28982,2021,Porsche,718 Cayman GT4,460.0,19.0,3.0,3450.0,Premium Gasoline,3.0,21.0,-7750.0,No,11-12-2020,02-09-2021
28984,2021,Chevrolet,Suburban 4WD,444.0,22.0,4.0,2650.0,Diesel,4.0,24.6008,-3750.0,No,11-12-2020,20-01-2021
28985,2021,GMC,Yukon 4WD,444.0,22.0,4.0,2650.0,Diesel,4.0,24.6008,-3750.0,No,11-12-2020,26-01-2021
28986,2021,Lincoln,Navigator 4WD,508.0,17.0,3.0,3100.0,Regular Gasoline,3.0,19.4,-6000.0,No,11-12-2020,03-03-2021
28987,2021,Ford,Mustang Mach-E AWD,0.0,93.0,10.0,750.0,Electricity,10.0,142.3,5750.0,No,11-12-2020,02-02-2022
28988,2021,Karma,GS-6 (22-inch wheels),96.0,22.0,9.0,2950.0,Premium Gasoline,10.0,31.6,1500.0,Electricity,11-12-2020,25-03-2022
28989,2021,Ford,GT,632.0,14.0,1.0,4650.0,Premium Gasoline,1.0,14.4752,-13750.0,No,16-12-2020,24-08-2021
28990,2021,Hyundai,Elantra Hybrid,177.0,50.0,9.0,1050.0,Regular Gasoline,9.0,68.3,4250.0,No,16-12-2020,02-02-2021
28991,2021,Hyundai,Elantra Hybrid Blue,165.0,54.0,10.0,1000.0,Regular Gasoline,10.0,72.8,4500.0,No,16-12-2020,02-02-2021
28992,2021,Ford,F150 Pickup 2WD HEV,349.0,25.0,5.0,2100.0,Regular Gasoline,5.0,32.1,-1000.0,No,16-12-2020,24-06-2021
28993,2021,Mercedes-Benz,Metris (Cargo Van),432.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.5,-6000.0,No,16-12-2020,02-09-2021
28994,2021,Kia,Niro,183.0,49.0,9.0,1100.0,Regular Gasoline,9.0,72.3,4000.0,No,05-01-2021,03-08-2021
28995,2021,Nissan,Murano AWD,390.0,23.0,5.0,2300.0,Regular Gasoline,5.0,24.9455,-2000.0,No,05-01-2021,02-09-2021
28996,2021,Kandi,K27,0.0,114.0,10.0,600.0,Electricity,10.0,181.2,6500.0,No,05-01-2021,02-02-2022
28997,2021,Audi,Q5 Sportback,349.0,25.0,5.0,2600.0,Premium Gasoline,5.0,29.8012,-3500.0,No,12-01-2021,24-08-2021
28998,2021,Ford,Escape AWD,342.0,26.0,5.0,2050.0,Regular Gasoline,5.0,29.0,-750.0,No,12-01-2021,26-07-2021
28999,2021,Hyundai,Santa Fe Hybrid Blue,264.0,34.0,7.0,1550.0,Regular Gasoline,7.0,48.0,1750.0,No,12-01-2021,24-08-2021
29000,2021,Land Rover,Range Rover Velar P340 MHEV,399.0,22.0,4.0,2950.0,Premium Gasoline,4.0,25.2332,-5250.0,No,12-01-2021,02-09-2021
29001,2021,Bentley,Bentayga,616.0,14.0,1.0,4650.0,Premium Gasoline,1.0,15.1,-13750.0,No,12-01-2021,17-05-2022
29002,2021,BMW,i3s,0.0,113.0,10.0,650.0,Electricity,10.0,177.7,6250.0,No,12-01-2021,02-02-2022
29003,2021,Chevrolet,Bolt EV,0.0,118.0,10.0,600.0,Electricity,10.0,181.7,6500.0,No,12-01-2021,26-07-2021
29004,2021,Nissan,Leaf SV/SL (62 kW-hr battery pack),0.0,104.0,10.0,700.0,Electricity,10.0,163.5,6000.0,No,12-01-2021,02-02-2022
29005,2021,Ford,Mustang HO Coupe,397.0,22.0,4.0,2400.0,Regular Gasoline,4.0,24.8787,-2500.0,No,20-01-2021,24-08-2021
29007,2021,Ford,Mustang Convertible,387.0,23.0,5.0,2300.0,Regular Gasoline,5.0,25.136,-2000.0,No,20-01-2021,24-08-2021
29008,2021,Ford,Mustang Convertible,493.0,18.0,3.0,2950.0,Regular Gasoline,3.0,18.7067,-5250.0,No,20-01-2021,24-08-2021
29009,2021,Jeep,Wrangler 4dr 4WD,623.0,14.0,1.0,4650.0,Premium Gasoline,1.0,15.6,-13750.0,No,20-01-2021,18-05-2021
29010,2021,Land Rover,Discovery,436.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.3528,-6000.0,No,26-01-2021,02-09-2021
29011,2021,Nissan,Armada 4WD,595.0,15.0,2.0,4350.0,Premium Gasoline,2.0,16.6391,-12250.0,No,26-01-2021,02-09-2021
29012,2022,Kia,Stinger RWD,437.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.0791,-6750.0,No,02-02-2021,02-09-2021
29013,2022,Kia,Carnival,407.0,22.0,5.0,2400.0,Regular Gasoline,5.0,24.4882,-2500.0,No,02-02-2021,02-09-2021
29014,2022,Acura,MDX FWD,411.0,22.0,5.0,2950.0,Premium Gasoline,5.0,25.0,-5250.0,No,02-02-2021,10-11-2021
29016,2021,Porsche,Panamera,441.0,20.0,4.0,3250.0,Premium Gasoline,4.0,23.8,-6750.0,No,17-02-2021,02-09-2021
29017,2022,Genesis,G70 RWD,433.0,21.0,4.0,3100.0,Premium Gasoline,4.0,21.3151,-6000.0,No,03-03-2021,24-08-2021
29018,2022,Kia,Sportage FWD,350.0,26.0,5.0,2050.0,Regular Gasoline,5.0,29.353,-750.0,No,03-03-2021,04-10-2021
29019,2022,Genesis,GV70 AWD,428.0,21.0,4.0,3100.0,Premium Gasoline,4.0,23.3922,-6000.0,No,03-03-2021,24-08-2021
29020,2021,Jaguar,E-Pace,398.0,23.0,5.0,2850.0,Premium Gasoline,5.0,25.9478,-4750.0,No,03-03-2021,24-08-2021
29021,2021,Porsche,Panamera 4S Executive,469.0,19.0,3.0,3450.0,Premium Gasoline,3.0,22.2,-7750.0,No,11-03-2021,02-09-2021
29022,2021,Porsche,Panamera 4S ST,469.0,19.0,3.0,3450.0,Premium Gasoline,3.0,22.2,-7750.0,No,11-03-2021,02-09-2021
29023,2021,Porsche,Panamera Turbo S,525.0,17.0,3.0,3850.0,Premium Gasoline,3.0,19.0,-9750.0,No,11-03-2021,02-09-2021
29024,2021,Nissan,Rogue FWD SL/Platinum,278.0,32.0,7.0,1650.0,Regular Gasoline,7.0,39.2,1250.0,No,11-03-2021,02-09-2021
29025,2021,Lincoln,Corsair AWD PHEV,117.0,33.0,9.0,1600.0,Regular Gasoline,10.0,46.1,3500.0,Electricity,11-03-2021,17-05-2023
29026,2022,MINI,Cooper Hardtop 4 door,284.0,31.0,7.0,2100.0,Premium Gasoline,7.0,35.5779,-1000.0,No,17-03-2021,16-02-2022
29027,2022,MINI,Cooper S Hardtop 4 door,331.0,27.0,6.0,2400.0,Premium Gasoline,6.0,29.3646,-2500.0,No,17-03-2021,16-02-2022
29028,2022,MINI,Cooper S Clubman,335.0,26.0,5.0,2500.0,Premium Gasoline,5.0,29.1366,-3000.0,No,17-03-2021,16-02-2022
29029,2022,Hyundai,Tucson Hybrid Blue,238.0,38.0,8.0,1400.0,Regular Gasoline,8.0,49.6,2500.0,No,17-03-2021,24-08-2021
29030,2022,BMW,M850i xDrive Coupe,442.0,20.0,4.0,3250.0,Premium Gasoline,4.0,22.8,-6750.0,No,24-03-2021,02-02-2022
29031,2022,BMW,Alpina B8 Gran Coupe,454.0,19.0,4.0,3450.0,Premium Gasoline,4.0,20.772,-7750.0,No,24-03-2021,06-04-2021
29032,2022,BMW,Alpina B7 xDrive,454.0,19.0,4.0,3450.0,Premium Gasoline,4.0,20.772,-7750.0,No,24-03-2021,02-02-2022
29033,2022,Chevrolet,Trax AWD,342.0,26.0,5.0,2050.0,Regular Gasoline,5.0,31.0,-750.0,No,24-03-2021,20-12-2021
29034,2021,GMC,Sierra 2WD,541.0,16.0,2.0,3300.0,Regular Gasoline,2.0,17.3,-7000.0,No,24-03-2021,24-08-2021
29035,2021,GMC,Sierra 4WD,560.0,16.0,2.0,3300.0,Regular Gasoline,2.0,16.7268,-7000.0,No,24-03-2021,24-08-2021
29038,2022,Hyundai,Veloster N,400.0,22.0,5.0,2950.0,Premium Gasoline,5.0,23.7006,-5250.0,No,06-04-2021,10-12-2021
29039,2022,MINI,Cooper S Countryman All4,341.0,26.0,5.0,2500.0,Premium Gasoline,5.0,29.0,-3000.0,No,06-04-2021,16-02-2022
29041,2022,Genesis,G90 AWD,460.0,20.0,4.0,3250.0,Premium Gasoline,4.0,21.1,-6750.0,No,06-04-2021,20-12-2021
29042,2022,Buick,Encore GX AWD,324.0,27.0,6.0,1950.0,Regular Gasoline,6.0,34.1,-250.0,No,06-04-2021,24-06-2021
29044,2021,GMC,Sierra Cab Chassis 4WD,635.0,14.0,1.0,3800.0,Regular Gasoline,1.0,16.7,-9500.0,No,06-04-2021,06-04-2021
29045,2022,Infiniti,QX55 AWD,364.0,25.0,5.0,2600.0,Premium Gasoline,5.0,28.9154,-3500.0,No,12-04-2021,24-08-2021
29047,2020,Rolls-Royce,Wraith Black Badge,624.0,14.0,1.0,4650.0,Premium Gasoline,1.0,14.6249,-13750.0,No,12-04-2021,17-08-2021
29048,2022,Chevrolet,Malibu,275.0,32.0,7.0,1650.0,Regular Gasoline,7.0,39.1103,1250.0,No,16-04-2021,13-07-2022
29049,2022,Land Rover,Range Rover Sport P360 MHEV,433.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.6746,-6000.0,No,26-04-2021,25-03-2022
29050,2022,Land Rover,Range Rover Sport P400 MHEV,433.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.6746,-6000.0,No,26-04-2021,25-03-2022
29051,2022,Land Rover,Defender 110,563.0,16.0,3.0,4100.0,Premium Gasoline,3.0,17.6252,-11000.0,No,26-04-2021,02-09-2021
29052,2021,Porsche,Panamera 4 e-Hybrid Executive,232.0,22.0,6.0,2950.0,Premium Gasoline,8.0,26.1,-1750.0,Electricity,26-04-2021,17-05-2023
29053,2021,Porsche,Panamera 4 e-Hybrid ST,232.0,22.0,6.0,2950.0,Premium Gasoline,8.0,26.1,-1750.0,Electricity,26-04-2021,17-05-2023
29055,2022,Genesis,G70 RWD,367.0,24.0,5.0,2700.0,Premium Gasoline,5.0,26.385,-4000.0,No,04-05-2021,24-08-2021
29056,2022,Land Rover,Defender 90,545.0,16.0,3.0,4100.0,Premium Gasoline,3.0,18.3475,-11000.0,No,04-05-2021,02-09-2021
29057,2022,Nissan,Pathfinder 4WD Platinum,399.0,22.0,5.0,2400.0,Regular Gasoline,5.0,25.7,-2500.0,No,11-05-2021,02-09-2021
29058,2022,Chevrolet,Bolt EUV,0.0,115.0,10.0,600.0,Electricity,10.0,178.2,6500.0,No,11-05-2021,18-05-2021
29059,2022,Chevrolet,Bolt EV,0.0,120.0,10.0,600.0,Electricity,10.0,186.6,6500.0,No,11-05-2021,18-05-2021
29060,2022,Cadillac,XT4 FWD,341.0,26.0,5.0,2500.0,Premium Gasoline,5.0,30.2,-3000.0,No,18-05-2021,13-07-2022
29062,2022,Buick,Envision AWD,350.0,25.0,5.0,2100.0,Regular Gasoline,5.0,28.98,-1000.0,No,18-05-2021,24-06-2021
29063,2022,MINI,Cooper SE Countryman All4,175.0,29.0,8.0,2250.0,Premium Gasoline,9.0,38.4,1000.0,Electricity,18-05-2021,17-05-2023
29064,2022,Hyundai,Sonata,293.0,31.0,7.0,1700.0,Regular Gasoline,7.0,35.0,1000.0,No,02-06-2021,24-08-2021
29066,2022,Hyundai,Santa Fe AWD,378.0,24.0,5.0,2200.0,Regular Gasoline,5.0,28.4,-1500.0,No,02-06-2021,10-12-2021
29067,2022,Hyundai,Santa Fe AWD,375.0,24.0,5.0,2200.0,Regular Gasoline,5.0,27.3,-1500.0,No,02-06-2021,10-12-2021
29068,2022,Kia,Telluride AWD,429.0,21.0,4.0,2550.0,Regular Gasoline,4.0,23.2865,-3250.0,No,02-06-2021,04-10-2021
29071,2021,Ford,Bronco Sasquatch 4WD,494.0,18.0,3.0,2950.0,Regular Gasoline,3.0,24.8897,-5250.0,No,02-06-2021,18-10-2021
29072,2021,Ford,Bronco Black Diamond 4WD,496.0,18.0,3.0,2950.0,Regular Gasoline,3.0,21.2629,-5250.0,No,02-06-2021,18-10-2021
29073,2022,Cadillac,CT4 V,488.0,18.0,3.0,3650.0,Premium Gasoline,3.0,18.4,-8750.0,No,11-06-2021,12-01-2022
29075,2021,Chevrolet,Silverado 4WD TrailBoss,555.0,16.0,2.0,4100.0,Premium Gasoline,2.0,18.7,-11000.0,No,11-06-2021,24-08-2021
29076,2021,Chevrolet,Silverado 4WD TrailBoss,523.0,17.0,3.0,3100.0,Regular Gasoline,3.0,19.2,-6000.0,No,11-06-2021,24-08-2021
29077,2021,Chevrolet,Suburban 2WD,523.0,17.0,3.0,3100.0,Regular Gasoline,3.0,19.0,-6000.0,No,11-06-2021,24-08-2021
29079,2021,Chevrolet,Tahoe 4WD,570.0,16.0,2.0,4100.0,Premium Gasoline,2.0,16.9,-11000.0,No,11-06-2021,24-08-2021
29080,2021,Chevrolet,Suburban 4WD,555.0,16.0,2.0,3300.0,Regular Gasoline,2.0,18.1,-7000.0,No,11-06-2021,24-08-2021
29081,2021,GMC,Yukon 4WD,523.0,17.0,3.0,3100.0,Regular Gasoline,3.0,18.9,-6000.0,No,11-06-2021,24-08-2021
29082,2022,Cadillac,CT5 V,557.0,16.0,3.0,4100.0,Premium Gasoline,3.0,15.7,-11000.0,No,16-06-2021,12-01-2022
29083,2022,Hyundai,Elantra Hybrid,177.0,50.0,9.0,1050.0,Regular Gasoline,9.0,68.3,4250.0,No,16-06-2021,10-12-2021
29084,2022,Hyundai,Elantra Hybrid Blue,165.0,54.0,9.0,1000.0,Regular Gasoline,9.0,72.8,4500.0,No,16-06-2021,10-12-2021
29085,2022,Subaru,Impreza 4-Door,337.0,26.0,5.0,2050.0,Regular Gasoline,5.0,29.8,-750.0,No,16-06-2021,02-09-2021
29086,2022,Subaru,Impreza 5-Door,284.0,31.0,7.0,1700.0,Regular Gasoline,7.0,36.755,1000.0,No,16-06-2021,02-09-2021
29087,2022,Toyota,Corolla,257.0,34.0,7.0,1550.0,Regular Gasoline,7.0,41.0,1750.0,No,24-06-2021,26-10-2021
29088,2022,Toyota,Corolla,277.0,32.0,7.0,1650.0,Regular Gasoline,7.0,37.9,1250.0,No,24-06-2021,26-10-2021
29089,2022,Toyota,Prius AWD,179.0,49.0,9.0,1100.0,Regular Gasoline,9.0,75.0137,4000.0,No,24-06-2021,26-10-2021
29090,2022,Cadillac,XT5 Limo FWD,425.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.7,-6000.0,No,24-06-2021,24-06-2021
29091,2022,Cadillac,XT5 Hearse AWD,425.0,21.0,4.0,3100.0,Premium Gasoline,4.0,24.7,-6000.0,No,24-06-2021,24-06-2021
29093,2021,Mercedes-Benz,S500 4matic,372.0,24.0,5.0,2700.0,Premium Gasoline,5.0,25.9,-4000.0,No,24-06-2021,02-09-2021
29095,2022,Lamborghini,Huracan Coupe RWD,596.0,15.0,2.0,4350.0,Premium Gasoline,2.0,16.0,-12250.0,No,06-07-2021,13-10-2022
29096,2022,Bentley,Continental GT V8 Convertible,473.0,19.0,4.0,3450.0,Premium Gasoline,4.0,18.9,-7750.0,No,06-07-2021,17-05-2022
29097,2022,Audi,A4 S line quattro,332.0,27.0,6.0,2400.0,Premium Gasoline,6.0,30.8498,-2500.0,No,06-07-2021,12-01-2022
29098,2022,Hyundai,Accent,248.0,36.0,7.0,1500.0,Regular Gasoline,7.0,44.468,2000.0,No,06-07-2021,10-12-2021
29100,2022,Audi,RS 7,507.0,17.0,3.0,3850.0,Premium Gasoline,3.0,19.2,-9750.0,No,06-07-2021,12-01-2022
29101,2022,Audi,S5 Sportback,363.0,24.0,5.0,2700.0,Premium Gasoline,5.0,26.6615,-4000.0,No,06-07-2021,25-03-2022
29102,2022,Audi,A6 quattro,361.0,24.0,5.0,2700.0,Premium Gasoline,5.0,27.0,-4000.0,No,06-07-2021,12-01-2022
29103,2022,Honda,Civic 4Dr,254.0,35.0,7.0,1500.0,Regular Gasoline,7.0,41.5,2000.0,No,06-07-2021,02-09-2021
29104,2022,Hyundai,Venue,290.0,31.0,7.0,1700.0,Regular Gasoline,7.0,37.7482,1000.0,No,06-07-2021,10-12-2021
29105,2022,Audi,A4 allroad quattro,335.0,26.0,5.0,2500.0,Premium Gasoline,5.0,31.0,-3000.0,No,06-07-2021,25-03-2022
29106,2022,Audi,Q3 quattro,346.0,26.0,5.0,2050.0,Regular Gasoline,5.0,28.8,-750.0,No,06-07-2021,23-11-2021
29108,2022,Audi,Q8 quattro,440.0,20.0,4.0,3250.0,Premium Gasoline,4.0,23.1,-6750.0,No,06-07-2021,12-01-2022
29109,2022,Bentley,Bentayga,497.0,18.0,3.0,3650.0,Premium Gasoline,3.0,18.3,-8750.0,No,06-07-2021,17-05-2022
29110,2022,Lamborghini,Urus,617.0,14.0,2.0,4650.0,Premium Gasoline,2.0,15.0,-13750.0,No,06-07-2021,13-10-2022
29111,2022,Hyundai,Ioniq Plug-in Hybrid,74.0,52.0,10.0,1000.0,Regular Gasoline,10.0,72.3,5500.0,Electricity,06-07-2021,17-05-2023
29112,2021,Roush Performance,Mustang,606.0,15.0,2.0,4350.0,Premium Gasoline,2.0,15.2,-12250.0,No,06-07-2021,06-07-2021
29113,2021,Mercedes-Benz,S580 4matic,452.0,20.0,4.0,3250.0,Premium Gasoline,4.0,20.7,-6750.0,No,06-07-2021,10-12-2021
29114,2022,BMW,Z4 sDrive30i,317.0,28.0,6.0,2350.0,Premium Gasoline,6.0,32.5291,-2250.0,No,12-07-2021,02-02-2022
29115,2022,Jaguar,F-Type P450 RWD Coupe,460.0,19.0,4.0,3450.0,Premium Gasoline,4.0,20.7335,-7750.0,No,12-07-2021,04-01-2022
29116,2022,BMW,430i xDrive Coupe,327.0,27.0,6.0,2400.0,Premium Gasoline,6.0,30.097,-2500.0,No,12-07-2021,02-02-2022
29117,2022,BMW,430i xDrive Convertible,327.0,27.0,6.0,2400.0,Premium Gasoline,6.0,30.097,-2500.0,No,12-07-2021,02-02-2022
29118,2022,BMW,330i xDrive Sedan,314.0,28.0,6.0,2350.0,Premium Gasoline,6.0,31.863,-2250.0,No,12-07-2021,02-02-2022
29119,2022,BMW,M3 Sedan,472.0,19.0,4.0,3450.0,Premium Gasoline,4.0,19.8955,-7750.0,No,12-07-2021,02-02-2022
29120,2022,BMW,M440i xDrive Gran Coupe,360.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.4,-3500.0,No,12-07-2021,27-07-2022
29121,2022,Volvo,S60 B5,299.0,30.0,6.0,2200.0,Premium Gasoline,6.0,33.9,-1500.0,No,12-07-2021,04-01-2022
29122,2022,Volvo,S60 B5 AWD,316.0,28.0,6.0,2350.0,Premium Gasoline,6.0,31.9,-2250.0,No,12-07-2021,04-01-2022
29123,2022,BMW,530i Sedan,313.0,28.0,6.0,2350.0,Premium Gasoline,6.0,32.1347,-2250.0,No,12-07-2021,02-02-2022
29124,2022,Volkswagen,Atlas 4motion,411.0,22.0,5.0,2400.0,Regular Gasoline,5.0,26.0,-2500.0,No,12-07-2021,19-01-2022
29125,2022,Volvo,XC40 T5 AWD,359.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.4,-3500.0,No,12-07-2021,04-01-2022
29126,2022,Volvo,XC90 T5,361.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.2,-3500.0,No,12-07-2021,04-01-2022
29127,2022,Volvo,XC90 T5 AWD,380.0,23.0,5.0,2850.0,Premium Gasoline,5.0,25.9,-4750.0,No,12-07-2021,04-01-2022
29128,2022,Volvo,XC90 T6 AWD,405.0,22.0,5.0,2950.0,Premium Gasoline,5.0,23.9,-5250.0,No,12-07-2021,04-01-2022
29129,2022,Kia,Niro Plug-in Hybrid,90.0,46.0,10.0,1150.0,Regular Gasoline,10.0,63.9,5000.0,Electricity,12-07-2021,17-05-2023
29130,2022,Land Rover,Range Rover Sport PHEV,259.0,19.0,5.0,3450.0,Premium Gasoline,7.0,22.5,-3750.0,Electricity,12-07-2021,17-05-2023
29131,2022,Cadillac,CT5 AWD,358.0,25.0,5.0,2600.0,Premium Gasoline,5.0,27.6079,-3500.0,No,16-07-2021,12-01-2022
29132,2022,Land Rover,Discovery Sport,437.0,20.0,4.0,3250.0,Premium Gasoline,4.0,23.2538,-6750.0,No,16-07-2021,12-01-2022
29133,2022,Jaguar,F-Type P450 AWD R-Dynamic Coupe,481.0,18.0,3.0,3650.0,Premium Gasoline,3.0,19.2287,-8750.0,No,26-07-2021,04-01-2022
29134,2022,Chevrolet,Camaro,452.0,20.0,4.0,2650.0,Regular Gasoline,4.0,20.26,-3750.0,No,26-07-2021,13-07-2022
29135,2022,Toyota,Corolla Hatchback,284.0,31.0,7.0,1700.0,Regular Gasoline,7.0,36.9188,1000.0,No,26-07-2021,26-10-2021
29136,2022,Toyota,Corolla Hatchback XSE,266.0,33.0,7.0,1600.0,Regular Gasoline,7.0,39.5,1500.0,No,26-07-2021,26-10-2021
29137,2022,BMW,M5 Sedan,523.0,17.0,3.0,3850.0,Premium Gasoline,3.0,17.9124,-9750.0,No,26-07-2021,02-02-2022
29139,2022,Alfa Romeo,Stelvio AWD,463.0,19.0,4.0,3450.0,Premium Gasoline,4.0,21.1,-7750.0,No,26-07-2021,23-11-2021
